timestamp,value
1249,88
1250,87
1251,87
1252,88
1253,88
1254,87
1255,86
1256,87
1257,88
1258,87
1259,86
1260,86
1261,86
1262,88
1263,86
1264,87
1265,86
1266,86
1267,86
1268,85
1269,87
1270,86
1271,84
1272,85
1273,85
1274,85
1275,86
1276,86
1277,87
1278,87
1279,86
1280,86
1281,88
1282,88
1283,89
1284,88
1285,88
1286,88
1287,89
1288,89
1289,89
1290,89
1291,90
1292,90
1293,91
1294,90
1295,90
1296,93
1297,91
1298,92
1299,92
1300,90
1301,91
1302,90
1303,90
1304,88
1305,89
1306,86
1307,86
1308,86
1309,86
1310,84
1311,85
1312,84
1313,84
1314,82
1315,82
1316,82
1317,81
1318,79
1319,80
1320,80
1321,79
1322,80
1323,79
1324,79
1325,78
1326,79
1327,78
1328,76
1329,77
1330,76
1331,77
1332,76
1333,74
1334,75
1335,74
1336,75
1337,75
1338,72
1339,73
1340,74
1341,73
1342,74
1343,77
1344,78
1345,80
1346,80
1347,82
1348,80
1349,80
1350,80
1351,81
1352,81
1353,82
1354,81
1355,82
1356,81
1357,83
1358,82
1359,82
1360,82
1361,82
1362,84
1363,84
1364,83
1365,83
1366,85
1367,85
1368,85
1369,85
1370,84
1371,85
1372,87
1373,87
1374,87
1375,86
1376,87
1377,89
1378,88
1379,88
1380,88
1381,88
1382,87
1383,88
1384,89
1385,89
1386,87
1387,88
1388,89
1389,88
1390,89
1391,88
1392,88
1393,89
1394,89
1395,89
1396,88
1397,88
1398,89
1399,87
1400,88
1401,88
1402,88
1403,89
1404,88
1405,88
1406,87
1407,87
1408,87
1409,87
1410,88
1411,87
1412,88
1413,87
1414,89
1415,89
1416,87
1417,89
1418,88
1419,87
1420,87
1421,89
1422,88
1423,88
1424,88
1425,89
1426,89
1427,89
1428,88
1429,89
1430,88
1431,88
1432,89
1433,89
1434,89
1435,89
1436,87
1437,87
1438,89
1439,87
1440,88
1441,88
1442,88
1443,89
1444,88
1445,88
1446,87
1447,89
1448,88
1449,88
1450,88
1451,87
1452,87
1453,88
1454,87
1455,88
1456,88
1457,88
1458,88
1459,89
1460,89
1461,89
1462,89
1463,89
1464,88
1465,89
1466,90
1467,89
1468,88
1469,88
1470,89
1471,89
1472,88
1473,90
1474,89
1475,89
1476,90
1477,90
1478,90
1479,89
1480,88
1481,90
1482,90
1483,89
1484,90
1485,90
1486,89
1487,90
1488,90
1489,89
1490,89
1491,88
1492,89
1493,89
1494,90
1495,89
1496,89
1497,89
1498,88
1499,89
1500,90
1501,89
1502,90
1503,89
1504,89
1505,89
1506,89
1507,90
1508,89
1509,89
1510,90
1511,89
1512,89
1513,89
1514,89
1515,89
1516,89
1517,90
1518,89
1519,89
1520,89
1521,90
1522,90
1523,89
1524,89
1525,88
1526,89
1527,88
1528,88
1529,89
1530,88
1531,88
1532,88
1533,89
1534,87
1535,87
1536,88
1537,88
1538,87
1539,86
1540,86
1541,85
1542,86
1543,85
1544,86
1545,86
1546,85
1547,86
1548,85
1549,84
1550,85
1551,85
1552,85
1553,85
1554,84
1555,84
1556,86
1557,84
1558,84
1559,85
1560,85
1561,84
1562,86
1563,85
1564,86
1565,85
1566,84
1567,84
1568,84
1569,86
1570,84
1571,84
1572,86
1573,85
1574,85
1575,84
1576,83
1577,85
1578,85
1579,85
1580,83
1581,85
1582,85
1583,83
1584,85
1585,83
1586,85
1587,85
1588,83
1589,84
1590,83
1591,83
1592,83
1593,85
1594,83
1595,85
1596,82
1597,82
1598,84
1599,82
1600,81
1601,83
1602,82
1603,81
1604,81
1605,79
1606,81
1607,78
1608,80
1609,79
1610,79
1611,77
1612,76
1613,78
1614,77
1615,76
1616,76
1617,75
1618,76
1619,76
1620,73
1621,74
1622,72
1623,74
1624,74
1625,72
1626,72
1627,72
1628,73
1629,74
1630,73
1631,73
1632,73
1633,74
1634,72
1635,72
1636,73
1637,73
1638,73
1639,74
1640,72
1641,73
1642,73
1643,72
1644,72
1645,73
1646,73
1647,73
1648,72
1649,72
1650,73
1651,73
1652,73
1653,72
1654,73
1655,74
1656,72
1657,73
1658,71
1659,73
1660,71
1661,72
1662,72
1663,71
1664,71
1665,70
1666,71
1667,70
1668,70
1669,69
1670,69
1671,70
1672,69
1673,69
1674,69
1675,69
1676,69
1677,70
1678,70
1679,69
1680,69
1681,69
1682,71
1683,72
1684,74
1685,74
1686,76
1687,74
1688,73
1689,74
1690,74
1691,73
1692,72
1693,74
1694,72
1695,73
1696,73
1697,73
1698,71
1699,72
1700,72
1701,70
1702,70
1703,71
1704,69
1705,69
1706,68
1707,69
1708,68
1709,70
1710,68
1711,69
1712,67
1713,68
1714,68
1715,66
1716,67
1717,66
1718,65
1719,65
1720,66
1721,65
1722,64
1723,66
1724,63
1725,64
1726,65
1727,64
1728,65
1729,64
1730,64
1731,65
1732,64
1733,66
1734,65
1735,66
1736,66
1737,66
1738,67
1739,66
1740,65
1741,66
1742,65
1743,66
1744,66
1745,67
1746,67
1747,67
1748,68
1749,66
1750,67
1751,67
1752,68
1753,67
1754,67
1755,67
1756,68
1757,68
1758,68
1759,68
1760,68
1761,68
1762,68
1763,67
1764,69
1765,69
1766,70
1767,74
1768,75
1769,79
1770,81
1771,82
1772,81
1773,81
1774,81
1775,81
1776,81
1777,82
1778,82
1779,82
1780,81
1781,82
1782,83
1783,81
1784,82
1785,84
1786,84
1787,84
1788,82
1789,83
1790,82
1791,83
1792,82
1793,83
1794,85
1795,84
1796,85
1797,83
1798,83
1799,83
1800,84
1801,84
1802,86
1803,86
1804,85
1805,84
1806,86
1807,85
1808,85
1809,85
1810,84
1811,85
1812,84
1813,82
1814,83
1815,82
1816,82
1817,82
1818,82
1819,81
1820,80
1821,79
1822,79
1823,80
1824,80
1825,79
1826,79
1827,77
1828,76
1829,75
1830,77
1831,75
1832,76
1833,74
1834,74
1835,74
1836,74
1837,74
1838,75
1839,75
1840,73
1841,72
1842,74
1843,74
1844,74
1845,74
1846,73
1847,72
1848,72
1849,73
1850,73
1851,73
1852,72
1853,72
1854,72
1855,72
1856,73
1857,72
1858,72
1859,71
1860,73
1861,72
1862,71
1863,71
1864,72
1865,72
1866,71
1867,73
1868,75
1869,75
1870,76
1871,78
1872,78
1873,77
1874,78
1875,78
1876,77
1877,76
1878,75
1879,76
1880,75
1881,74
1882,74
1883,74
1884,74
1885,74
1886,73
1887,74
1888,73
1889,72
1890,73
1891,72
1892,72
1893,71
1894,70
1895,70
1896,71
1897,70
1898,69
1899,69
1900,69
1901,69
1902,69
1903,67
1904,68
1905,67
1906,66
1907,67
1908,68
1909,68
1910,68
1911,69
1912,68
1913,68
1914,67
1915,69
1916,68
1917,68
1918,68
1919,69
1920,68
1921,70
1922,70
1923,71
1924,69
1925,69
1926,71
1927,71
1928,71
1929,72
1930,71
1931,72
1932,71
1933,71
1934,70
1935,71
1936,71
1937,71
1938,70
1939,69
1940,71
1941,69
1942,70
1943,69
1944,69
1945,69
1946,69
1947,69
1948,69
1949,69
1950,69
1951,67
1952,68
1953,68
1954,67
1955,67
1956,68
1957,68
1958,68
1959,67
1960,66
1961,66
1962,66
1963,67
1964,67
1965,65
1966,65
1967,65
1968,64
1969,66
1970,65
1971,65
1972,66
1973,65
1974,64
1975,63
1976,64
1977,64
1978,63
1979,65
1980,63
1981,63
1982,64
1983,63
1984,62
1985,62
1986,61
1987,62
1988,63
1989,62
1990,62
1991,63
1992,62
1993,61
1994,61
1995,62
1996,61
1997,60
1998,62
1999,61
2000,61
2001,60
2002,59
2003,61
2004,59
2005,59
2006,58
2007,59
2008,59
2009,59
2010,58
2011,59
2012,58
2013,58
2014,60
2015,59
2016,58
2017,60
2018,64
2019,70
2020,74
2021,75
2022,76
2023,75
2024,76
2025,78
2026,78
2027,77
2028,77
2029,79
2030,79
2031,80
2032,79
2033,79
2034,80
2035,79
2036,81
2037,80
2038,81
2039,80
2040,79
2041,79
2042,80
2043,79
2044,79
2045,79
2046,80
2047,80
2048,79
2049,80
2050,79
2051,78
2052,77
2053,75
2054,75
2055,75
2056,74
2057,74
2058,72
2059,73
2060,71
2061,71
2062,70
2063,69
2064,70
2065,67
2066,67
2067,67
2068,66
2069,65
2070,64
2071,63
2072,62
2073,63
2074,62
2075,63
2076,63
2077,62
2078,63
2079,61
2080,61
2081,63
2082,62
2083,61
2084,61
2085,62
2086,61
2087,62
2088,61
2089,59
2090,60
2091,60
2092,61
2093,61
2094,60
2095,59
2096,60
2097,59
2098,59
2099,59
2100,59
2101,59
2102,58
2103,59
2104,59
2105,58
2106,57
2107,58
2108,57
2109,57
2110,57
2111,58
2112,58
2113,57
2114,57
2115,58
2116,56
2117,56
2118,57
2119,57
2120,56
2121,57
2122,56
2123,56
2124,56
2125,56
2126,54
2127,54
2128,54
2129,55
2130,55
2131,54
2132,53
2133,54
2134,54
2135,55
2136,54
2137,54
2138,53
2139,53
2140,53
2141,52
2142,53
2143,52
2144,52
2145,52
2146,51
2147,51
2148,53
2149,53
2150,51
2151,50
2152,51
2153,50
2154,51
2155,52
2156,50
2157,52
2158,51
2159,50
2160,50
2161,50
2162,51
2163,50
2164,49
2165,49
2166,50
2167,49
2168,49
2169,49
2170,49
2171,49
2172,48
2173,49
2174,49
2175,50
2176,50
2177,49
2178,50
2179,50
2180,49
2181,50
2182,49
2183,49
2184,50
2185,50
2186,49
2187,48
2188,50
2189,50
2190,50
2191,50
2192,51
2193,50
2194,49
2195,50
2196,50
2197,51
2198,51
2199,51
2200,51
2201,51
2202,50
2203,51
2204,50
2205,50
2206,51
2207,50
2208,51
2209,51
2210,52
2211,50
2212,50
2213,50
2214,50
2215,52
2216,50
2217,50
2218,52
2219,52
2220,52
2221,52
2222,52
2223,52
2224,52
2225,51
2226,52
2227,53
2228,53
2229,52
2230,52
2231,52
2232,51
2233,52
2234,53
2235,52
2236,53
2237,53
2238,52
2239,52
2240,51
2241,53
2242,52
2243,53
2244,51
2245,53
2246,53
2247,52
2248,52
2249,53
2250,53
2251,53
2252,54
2253,53
2254,53
2255,54
2256,52
2257,53
2258,54
2259,53
2260,53
2261,54
2262,55
2263,53
2264,55
2265,54
2266,55
2267,53
2268,55
2269,54
2270,54
2271,55
2272,55
2273,54
2274,55
2275,56
2276,54
2277,56
2278,55
2279,55
2280,54
2281,54
2282,55
2283,55
2284,55
2285,54
2286,54
2287,54
2288,56
2289,54
2290,54
2291,55
2292,54
2293,56
2294,55
2295,56
2296,56
2297,55
2298,55
2299,56
2300,56
2301,55
2302,56
2303,56
2304,56
2305,57
2306,56
2307,57
2308,58
2309,57
2310,59
2311,59
2312,59
2313,58
2314,60
2315,60
2316,61
2317,61
2318,65
2319,67
2320,69
2321,72
2322,76
2323,76
2324,77
2325,77
2326,77
2327,78
2328,78
2329,79
2330,80
2331,79
2332,79
2333,81
2334,81
2335,82
2336,82
2337,82
2338,81
2339,83
2340,81
2341,82
2342,83
2343,84
2344,84
2345,85
2346,84
2347,84
2348,85
2349,85
2350,86
2351,87
2352,87
2353,86
2354,87
2355,88
2356,87
2357,88
2358,88
2359,88
2360,90
2361,89
2362,90
2363,90
2364,89
2365,89
2366,90
2367,91
2368,91
2369,91
2370,91
2371,93
2372,93
2373,94
2374,93
2375,94
2376,93
2377,93
2378,95
2379,94
2380,95
2381,96
2382,96
2383,95
2384,96
2385,97
2386,96
2387,97
2388,98
2389,97
2390,98
2391,98
2392,98
2393,99
2394,99
2395,99
2396,99
2397,99
2398,101
2399,101
2400,101
2401,100
2402,101
2403,102
2404,101
2405,102
2406,102
2407,101
2408,101
2409,103
2410,102
2411,101
2412,102
2413,102
2414,102
2415,102
2416,102
2417,102
2418,100
2419,102
2420,100
2421,99
2422,99
2423,98
2424,99
2425,100
2426,99
2427,97
2428,98
2429,97
2430,98
2431,98
2432,96
2433,97
2434,95
2435,95
2436,96
2437,95
2438,96
2439,95
2440,95
2441,94
2442,95
2443,93
2444,93
2445,93
2446,92
2447,92
2448,92
2449,91
2450,90
2451,91
2452,90
2453,91
2454,91
2455,90
2456,90
2457,89
2458,90
2459,89
2460,89
2461,88
2462,90
2463,89
2464,89
2465,90
2466,90
2467,89
2468,89
2469,90
2470,90
2471,89
2472,89
2473,89
2474,90
2475,89
2476,90
2477,89
2478,89
2479,89
2480,89
2481,88
2482,89
2483,90
2484,88
2485,89
2486,89
2487,89
2488,88
2489,89
2490,89
2491,90
2492,90
2493,90
2494,89
2495,88
2496,89
2497,89
2498,89
2499,89
2500,90
2501,90
2502,89
2503,89
2504,89
2505,90
2506,92
2507,91
2508,91
2509,90
2510,92
2511,93
2512,93
2513,94
2514,93
2515,92
2516,93
2517,95
2518,94
2519,94
2520,95
2521,95
2522,96
2523,96
2524,96
2525,95
2526,94
2527,94
2528,96
2529,96
2530,94
2531,95
2532,94
2533,96
2534,94
2535,95
2536,96
2537,96
2538,94
2539,95
2540,95
2541,95
2542,95
2543,94
2544,95
2545,95
2546,96
2547,96
2548,96
2549,96
2550,96
2551,96
2552,96
2553,94
2554,95
2555,96
2556,94
2557,95
2558,95
2559,95
2560,95
2561,96
2562,96
2563,95
2564,94
2565,96
2566,95
2567,95
2568,95
2569,96
2570,95
2571,95
2572,95
2573,96
2574,95
2575,95
2576,95
2577,95
2578,96
2579,94
2580,95
2581,94
2582,95
2583,95
2584,95
2585,95
2586,95
2587,94
2588,96
2589,95
2590,96
2591,94
2592,95
2593,95
2594,94
2595,95
2596,96
2597,96
2598,95
2599,95
2600,95
2601,96
2602,96
2603,95
2604,95
2605,95
2606,95
2607,96
2608,95
2609,96
2610,96
2611,94
2612,95
2613,94
2614,94
2615,96
2616,95
2617,94
2618,94
2619,94
2620,96
2621,96
2622,95
2623,95
2624,95
2625,95
2626,94
2627,94
2628,95
2629,94
2630,95
2631,95
2632,96
2633,94
2634,94
2635,95
2636,94
2637,95
2638,95
2639,95
2640,94
2641,95
2642,95
2643,94
2644,95
2645,95
2646,94
2647,94
2648,95
2649,94
2650,94
2651,95
2652,95
2653,95
2654,94
2655,93
2656,94
2657,95
2658,93
2659,93
2660,94
2661,94
2662,93
2663,93
2664,93
2665,93
2666,94
2667,92
2668,94
2669,92
2670,93
2671,92
2672,91
2673,91
2674,90
2675,89
2676,90
2677,89
2678,91
2679,89
2680,91
2681,89
2682,90
2683,89
2684,91
2685,91
2686,89
2687,91
2688,91
2689,90
2690,90
2691,92
2692,91
2693,91
2694,90
2695,90
2696,90
2697,91
2698,92
2699,92
2700,91
2701,92
2702,91
2703,92
2704,91
2705,91
2706,92
2707,92
2708,93
2709,91
2710,93
2711,92
2712,91
2713,90
2714,90
2715,90
2716,89
2717,90
2718,90
2719,88
2720,90
2721,89
2722,89
2723,89
2724,87
2725,88
2726,87
2727,86
2728,86
2729,86
2730,88
2731,87
2732,87
2733,86
2734,88
2735,86
2736,87
2737,88
2738,88
2739,87
2740,89
2741,90
2742,89
2743,88
2744,89
2745,90
2746,91
2747,90
2748,92
2749,91
2750,92
2751,91
2752,91
2753,91
2754,92
2755,91
2756,92
2757,93
2758,93
2759,93
2760,92
2761,91
2762,92
2763,92
2764,91
2765,92
2766,93
2767,93
2768,91
2769,92
2770,92
2771,92
2772,92
2773,92
2774,91
2775,92
2776,92
2777,91
2778,91
2779,92
2780,91
2781,93
2782,92
2783,91
2784,92
2785,91
2786,91
2787,93
2788,93
2789,92
2790,93
2791,94
2792,94
2793,94
2794,93
2795,95
2796,95
2797,95
2798,96
2799,94
2800,94
2801,94
2802,95
2803,94
2804,94
2805,94
2806,94
2807,94
2808,93
2809,95
2810,94
2811,95
2812,94
2813,93
2814,95
2815,94
2816,94
2817,94
2818,94
2819,94
2820,96
2821,94
2822,94
2823,96
2824,96
2825,96
2826,95
2827,96
2828,95
2829,97
2830,95
2831,95
2832,97
2833,96
2834,96
2835,96
2836,96
2837,97
2838,96
2839,96
2840,97
2841,97
2842,96
2843,97
2844,96
2845,96
2846,95
2847,96
2848,94
2849,95
2850,94
2851,95
2852,95
2853,94
2854,94
2855,94
2856,93
2857,93
2858,94
2859,94
2860,93
2861,95
2862,95
2863,95
2864,93
2865,94
2866,94
2867,94
2868,93
2869,93
2870,94
2871,95
2872,93
2873,94
2874,95
2875,94
2876,94
2877,95
2878,93
2879,93
2880,95
2881,93
2882,94
2883,93
2884,94
2885,94
2886,93
2887,94
2888,94
2889,94
2890,93
2891,94
2892,94
2893,93
2894,93
2895,95
2896,94
2897,94
2898,93
2899,94
2900,93
2901,93
2902,94
2903,94
2904,94
2905,92
2906,94
2907,94
2908,93
2909,94
2910,92
2911,93
2912,94
2913,94
2914,95
2915,93
2916,95
2917,94
2918,93
2919,93
2920,95
2921,93
2922,94
2923,94
2924,93
2925,94
2926,94
2927,94
2928,92
2929,95
2930,95
2931,95
2932,95
2933,93
2934,94
2935,93
2936,94
2937,92
2938,94
2939,93
2940,94
2941,94
2942,94
2943,94
2944,93
2945,93
2946,94
2947,93
2948,94
2949,95
2950,93
2951,93
2952,93
2953,93
2954,94
2955,95
2956,94
2957,93
2958,93
2959,95
2960,95
2961,95
2962,93
2963,93
2964,94
2965,95
2966,95
2967,94
2968,93
2969,93
2970,93
2971,94
2972,93
2973,95
2974,93
2975,94
2976,94
2977,93
2978,94
2979,95
2980,95
2981,95
2982,94
2983,94
2984,94
2985,96
2986,94
2987,94
2988,95
2989,95
2990,94
2991,95
2992,94
2993,94
2994,95
2995,93
2996,95
